Name	Profession
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Barbara Blida'	b'politycy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
