Name	Profession
b'Piotr Zaremba'	b'dziennikarze'
b'Piotr Zaremba'	b'dziennikarze'
b'Piotr Zaremba'	b'dziennikarze'
b'Piotr Zaremba'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Piotr Kra\xc5\x9bko'	b'dziennikarze'
b'Piotr Kra\xc5\x9bko'	b'dziennikarze'
b'Piotr Kra\xc5\x9bko'	b'dziennikarze'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Pawe\xc5\x82 Kowal'	b'politycy'
