Name	Profession
b'Barbara Kudrycka'	b'politycy'
b'Barbara Kudrycka'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Krystyna Szumilas'	b'politycy'
b'Marek Biernacki'	b'politycy'
b'Marek Biernacki'	b'politycy'
b'Stanis\xc5\x82aw Kalemba'	b'politycy'
b'Stanis\xc5\x82aw Kalemba'	b'politycy'
b'Rados\xc5\x82aw Sikorski'	b'politycy'
b'Rados\xc5\x82aw Sikorski'	b'politycy'
b'Rados\xc5\x82aw Sikorski'	b'politycy'
b'Rados\xc5\x82aw Sikorski'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'Joanna Mucha'	b'politycy'
b'Joanna Mucha'	b'politycy'
b'Bogdan Zdrojewski'	b'politycy'
b'Bogdan Zdrojewski'	b'politycy'
b'Marcin Korolec'	b'prawnicy'
b'Marcin Korolec'	b'prawnicy'
b'W\xc5\x82adys\xc5\x82aw Kosiniak-Kamysz'	b'lekarze'
