Name	Profession
b'Monika Olejnik'	b'dziennikarze'
b'Monika Olejnik'	b'dziennikarze'
b'Tadeusz Cyma\xc5\x84ski'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Stanis\xc5\x82aw \xc5\xbbelichowski'	b'politycy'
b'Stanis\xc5\x82aw \xc5\xbbelichowski'	b'politycy'
b'Stanis\xc5\x82aw \xc5\xbbelichowski'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
