Name	Profession
b'El\xc5\xbcbieta Witek'	b'politycy'
b'Robert Biedro\xc5\x84'	b'politycy'
b'Robert Biedro\xc5\x84'	b'politycy'
b'Robert Biedro\xc5\x84'	b'politycy'
b'Robert Biedro\xc5\x84'	b'politycy'
b'Stanis\xc5\x82aw Pi\xc4\x99ta'	b'politycy'
b'Stanis\xc5\x82aw Pi\xc4\x99ta'	b'politycy'
b'Stanis\xc5\x82aw Pi\xc4\x99ta'	b'politycy'
b'Stanis\xc5\x82aw Pi\xc4\x99ta'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Grzegorz Piotrowski'	b'muzycy'
