Name	Profession
b'Adam Hofman'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Frasyniuk'	b'politycy'
b'Jerzy Osiaty\xc5\x84ski'	b'politycy'
b'Robert Biedro\xc5\x84'	b'politycy'
