Name	Profession
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Joachim Brudzi\xc5\x84ski'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Marek Suski'	b'politycy'
