Name	Profession
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Marek Sawicki'	b'politycy'
b'Grzegorz Schetyna'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
b'Monika Olejnik'	b'dziennikarze'
b'Zbigniew Ziobro'	b'prawnicy'
