Name	Profession
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
