Name	Profession
b'Barbara Kudrycka'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Joanna Kluzik-Rostkowska'	b'politycy'
b'Micha\xc5\x82 Boni'	b'politycy'
b'Joanna Mucha'	b'politycy'
b'Joanna Mucha'	b'politycy'
b'Lena Kolarska-Bobi\xc5\x84ska'	b'dziennikarze'
b'Marcin Korolec'	b'prawnicy'
