Name	Profession
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
