Name	Profession
b'Ewa Stankiewicz'	b'dziennikarze'
b'Ewa Stankiewicz'	b'dziennikarze'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
b'Tomasz Na\xc5\x82\xc4\x99cz'	b'politycy'
