Name	Profession
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Janusz Korwin-Mikke'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Anna Grodzka'	b'politycy'
b'Janusz Palikot'	b'politycy'
