Name	Profession
b'Andrzej \xc5\x9amietanko'	b'politycy'
b'Andrzej \xc5\x9amietanko'	b'politycy'
b'Andrzej \xc5\x9amietanko'	b'politycy'
b'Andrzej \xc5\x9amietanko'	b'politycy'
b'Andrzej \xc5\x9amietanko'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Dawid Jackiewicz'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
