Name	Profession
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Stefan Niesio\xc5\x82owski'	b'politycy'
b'Julia Pitera'	b'politycy'
b'Julia Pitera'	b'politycy'
b'Julia Pitera'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Ewa Stankiewicz'	b'dziennikarze'
b'Ewa Stankiewicz'	b'dziennikarze'
b'Ewa Stankiewicz'	b'dziennikarze'
