Name	Profession
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Rafa\xc5\x82 Dutkiewicz'	b'politycy'
b'Micha\xc5\x82 Kulesza'	b'malarze'
b'Micha\xc5\x82 Janicki'	b'sportowcy'
b'Micha\xc5\x82 Janicki'	b'sportowcy'
b'Micha\xc5\x82 Janicki'	b'sportowcy'
b'Micha\xc5\x82 Janicki'	b'sportowcy'
b'Micha\xc5\x82 Janicki'	b'sportowcy'
b'James Blunt'	b'muzycy'
