Name	Profession
b'Ryszard Bugaj'	b'politycy'
b'Ryszard Bugaj'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Beata Szyd\xc5\x82o'	b'politycy'
b'Leszek Balcerowicz'	b'politycy'
b'Leszek Balcerowicz'	b'politycy'
b'Leszek Balcerowicz'	b'politycy'
b'Leszek Balcerowicz'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Mariusz B\xc5\x82aszczak'	b'politycy'
b'Marek Belka'	b'politycy'
b'Zyta Gilowska'	b'politycy'
b'Jerzy Osiaty\xc5\x84ski'	b'politycy'
b'Jerzy Osiaty\xc5\x84ski'	b'politycy'
b'Witold Modzelewski'	b'prawnicy'
b'Robert Gwiazdowski'	b'prawnicy'
