Name	Profession
b'Wojciech Maziarski'	b'dziennikarze'
b'Wojciech Maziarski'	b'dziennikarze'
b'Wojciech Maziarski'	b'dziennikarze'
b'Dorota Kania'	b'dziennikarze'
b'Dorota Kania'	b'dziennikarze'
b'Pawe\xc5\x82 Lisicki'	b'dziennikarze'
b'Pawe\xc5\x82 Lisicki'	b'dziennikarze'
b'Pawe\xc5\x82 Lisicki'	b'dziennikarze'
b'Pawe\xc5\x82 Lisicki'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Stefan Meller'	b'politycy'
