Name	Profession
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'S\xc5\x82awomir Nowak'	b'politycy'
b'Zbigniew Rynasiewicz'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Tomasz Sekielski'	b'dziennikarze'
b'Tomasz Sekielski'	b'dziennikarze'
