Name	Profession
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Rados\xc5\x82aw Sikorski'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
