Name	Profession
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Jakub Szulc'	b'politycy'
b'Jakub Szulc'	b'politycy'
