Name	Profession
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Monika Olejnik'	b'dziennikarze'
b'Monika Olejnik'	b'dziennikarze'
