Name	Profession
b'Marek Biernacki'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Tomasz Sekielski'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
b'Dominika Wielowieyska'	b'dziennikarze'
