Name	Profession
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
b'W\xc5\x82adys\xc5\x82aw Kozakiewicz'	b'sportowcy'
