Name	Profession
b'Barbara Kudrycka'	b'politycy'
b'Karol Karski'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Kazimierz Kutz'	b'politycy'
b'Wojciech Olejniczak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Waldemar Pawlak'	b'politycy'
b'Marek Siwiec'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Pawe\xc5\x82 Zalewski'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Grzegorz Schetyna'	b'politycy'
b'Pawe\xc5\x82 Piskorski'	b'politycy'
b'Ma\xc5\x82gorzata Gosiewska'	b'politycy'
b'Ma\xc5\x82gorzata Gosiewska'	b'politycy'
b'Ma\xc5\x82gorzata Gosiewska'	b'politycy'
b'Ma\xc5\x82gorzata Gosiewska'	b'politycy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Weronika Marczuk'	b'aktorzy'
b'W\xc5\x82adys\xc5\x82aw Kosiniak-Kamysz'	b'lekarze'
