Name	Profession
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'Leszek Miller'	b'politycy'
b'J\xc3\xb3zef Pinior'	b'politycy'
b'W\xc5\x82odzimierz Cimoszewicz'	b'politycy'
b'Marek Siwiec'	b'politycy'
b'Marek Siwiec'	b'politycy'
b'Krzysztof Janik'	b'politycy'
b'Krzysztof Janik'	b'politycy'
b'Krzysztof Janik'	b'politycy'
b'Monika Olejnik'	b'dziennikarze'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
b'Zbigniew Ziobro'	b'prawnicy'
