Name	Profession
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Magdalena \xc5\x9aroda'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Beata Kempa'	b'politycy'
b'Ma\xc5\x82gorzata Seku\xc5\x82a-Szmajdzi\xc5\x84ska'	b'prawnicy'
