Name	Profession
b'Monika Olejnik'	b'dziennikarze'
b'Monika Olejnik'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Kloch'	b'dziennikarze'
b'J\xc3\xb3zef Weso\xc5\x82owski'	b'duchowni'
b'Tadeusz Rydzyk'	b'duchowni'
b'Tadeusz Rydzyk'	b'duchowni'
b'Tadeusz Rydzyk'	b'duchowni'
b'Tadeusz Rydzyk'	b'duchowni'
