Name	Profession
b'Jerzy Borejsza'	b'politycy'
b'Jerzy Borejsza'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'J\xc3\xb3zef Cyrankiewicz'	b'politycy'
b'Jakub Berman'	b'politycy'
b'Karol \xc5\x9awierczewski'	b'politycy'
b'Marian Spychalski'	b'politycy'
b'W\xc5\x82adys\xc5\x82aw Gomu\xc5\x82ka'	b'politycy'
b'Wojciech Kossak'	b'malarze'
b'Wojciech Kossak'	b'malarze'
b'Xawery Dunikowski'	b'malarze'
b'Xawery Dunikowski'	b'malarze'
b'Ewa Lipska'	b'poeci'
b'Maria Pawlikowska-Jasnorzewska'	b'poeci'
b'Konstanty Ildefons Ga\xc5\x82czy\xc5\x84ski'	b'poeci'
b'Aleksander W\xc4\x99gierko'	b'aktorzy'
b'Alina Janowska'	b'aktorzy'
b'Danuta Szaflarska'	b'aktorzy'
b'Irena Dziedzic'	b'dziennikarze'
b'Zbigniew Mitzner'	b'dziennikarze'
b'Zbigniew Mitzner'	b'dziennikarze'
b'Zbigniew Mitzner'	b'dziennikarze'
b'Zygmunt Broniarek'	b'dziennikarze'
b'jsza</Entity> (syn Jerzego) wspomina\xc5\x82 wypady za miasto, kiedy premier p\xc4\x99dzi\xc5\x82 Wa\xc5\x82em Miedzeszy\xc5\x84skim z zawrotn\xc4\x85 w\xc3\xb3wczas pr\xc4\x99dko\xc5\x9bci\xc4\x85 stu trzydziestu kilometr\xc3\xb3w na godzin'	b'</Entity> (syn Jerzego) wspomina\xc5\x82 wypady za miasto, kiedy premier p\xc4\x99dzi\xc5\x82 Wa\xc5\x82em Miedzeszy\xc5\x84skim z zawrotn\xc4\x85 w\xc3\xb3wczas pr\xc4\x99dko\xc5\x9bci\xc4\x85 stu trzydziestu kilometr\xc3\xb3w na godzin'
