Name	Profession
b'Barbara Kudrycka'	b'politycy'
b'Barbara Kudrycka'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Janusz Palikot'	b'politycy'
b'Joanna Kluzik-Rostkowska'	b'politycy'
b'Joanna Kluzik-Rostkowska'	b'politycy'
b'Grzegorz Napieralski'	b'politycy'
b'Krystyna Szumilas'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Maciej Grabowski'	b'politycy'
b'Maciej Grabowski'	b'politycy'
b'Lena Kolarska-Bobi\xc5\x84ska'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Bogus\xc5\x82aw Chrabota'	b'dziennikarze'
b'Janusz Majcherek'	b'dziennikarze'
b'Janusz Majcherek'	b'dziennikarze'
b'Janusz Majcherek'	b'dziennikarze'
b'Janusz Majcherek'	b'dziennikarze'
b'Janusz Majcherek'	b'dziennikarze'
