Name	Profession
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Joachim Brudzi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Adam Hofman'	b'politycy'
b'Hanna Gronkiewicz-Waltz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Antoni Macierewicz'	b'politycy'
b'Grzegorz Schetyna'	b'politycy'
b'Grzegorz Schetyna'	b'politycy'
