Name	Profession
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Jaros\xc5\x82aw Gowin'	b'politycy'
b'Konstanty Radziwi\xc5\x82\xc5\x82'	b'lekarze'
