Name	Profession
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Andrzej Biernat'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Rafa\xc5\x82 Grupi\xc5\x84ski'	b'politycy'
b'Donald Tusk'	b'politycy'
b'Dominika Wielowieyska'	b'dziennikarze'
