Name	Profession
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'J\xc3\xb3zef \xc5\xbbyci\xc5\x84ski'	b'duchowni'
b'Stefan Wyszy\xc5\x84ski'	b'duchowni'
b'Micha\xc5\x82 Heller'	b'duchowni'
b'Micha\xc5\x82 Heller'	b'duchowni'
b'Micha\xc5\x82 Heller'	b'duchowni'
b'Micha\xc5\x82 Heller'	b'duchowni'
b'Micha\xc5\x82 Heller'	b'duchowni'
b'Krzysztof Penderecki'	b'muzycy'
b'Claude Debussy'	b'muzycy'
